trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
122,False,"{'a': 0.5, 'e': 6.718624025799516e-05}",20,6,24.130214897709564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 6.609822195782933e-05}",20,0,31.912136013747375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 6.503642039542144e-05}",25,13,20.303891336672088,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
125,False,"{'a': 0.5, 'e': 6.4e-05}",20,0,31.629811879383475,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
126,False,"{'a': 0.5, 'e': 6.298815822625347e-05}",30,20,21.896706029194274,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
127,False,"{'a': 0.5, 'e': 6.2000124000248e-05}",20,1,34.777078219313594,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
128,False,"{'a': 0.5, 'e': 6.103515625e-05}",35,18,29.478308616257415,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
129,False,"{'a': 0.5, 'e': 6.009254251547383e-05}",25,13,22.68221007759024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 5.9171597633136094e-05}",25,11,27.37681352158345,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
131,False,"{'a': 0.5, 'e': 5.8271662490530857e-05}",20,5,25.910366221216382,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
132,False,"{'a': 0.5, 'e': 5.73921028466483e-05}",30,13,28.132906535327326,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
133,False,"{'a': 0.5, 'e': 5.6532308214144386e-05}",20,5,25.820889082794075,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
134,False,"{'a': 0.5, 'e': 5.569169079973268e-05}",20,2,30.576168756049412,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
135,False,"{'a': 0.5, 'e': 5.486968449931413e-05}",25,12,27.334840009760818,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
136,False,"{'a': 0.5, 'e': 5.406574394463668e-05}",30,18,24.181789331351034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
137,False,"{'a': 0.5, 'e': 5.3279343598486864e-05}",20,14,9.420663512801,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 5.250997689561016e-05}",20,9,20.914696077405196,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
139,False,"{'a': 0.5, 'e': 5.175715542673774e-05}",20,15,8.002017023688719,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
140,False,"{'a': 0.5, 'e': 5.102040816326531e-05}",20,3,27.380150877614792,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
141,False,"{'a': 0.5, 'e': 5.02992807202857e-05}",20,12,13.136249767369375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
142,False,"{'a': 0.5, 'e': 4.959333465582226e-05}",20,3,24.01657026881042,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
143,False,"{'a': 0.5, 'e': 4.8902146804244705e-05}",20,0,30.557315307775685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
144,False,"{'a': 0.5, 'e': 4.8225308641975306e-05}",25,0,35.132414088480346,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 4.756242568370987e-05}",20,9,20.47223241168104,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
146,False,"{'a': 0.5, 'e': 4.6913116907487336e-05}",20,4,30.746422937675774,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.5, 'e': 4.627701420704336e-05}",30,12,32.57194287771153,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
148,False,"{'a': 0.5, 'e': 4.565376186997809e-05}",30,16,32.90667534148211,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
149,False,"{'a': 0.5, 'e': 4.504301608035674e-05}",25,0,44.052241314776495,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
150,False,"{'a': 0.5, 'e': 4.4444444444444447e-05}",25,13,20.611459092306713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
151,False,"{'a': 0.5, 'e': 4.385772553835358e-05}",30,10,30.968303034018714,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
152,False,"{'a': 0.5, 'e': 4.3282548476454294e-05}",20,12,15.624926461663975,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 4.2718612499466016e-05}",20,0,26.944848135106483,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 4.2165626581210996e-05}",20,8,22.49568737103889,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 4.162330905306972e-05}",25,14,14.478326228338476,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
156,False,"{'a': 0.5, 'e': 4.10913872452334e-05}",20,0,30.049620128993,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 4.056959714390036e-05}",25,13,23.353873812506503,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.5, 'e': 4.00576830636116e-05}",20,12,17.18963930985339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
159,False,"{'a': 0.5, 'e': 3.955539733396622e-05}",25,14,20.744880829695884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
160,False,"{'a': 0.5, 'e': 3.90625e-05}",20,8,17.653113132285664,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 3.8578758535550326e-05}",20,3,31.21210762078879,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
162,False,"{'a': 0.5, 'e': 3.8103947568968146e-05}",25,11,24.852391869449214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
163,False,"{'a': 0.5, 'e': 3.7637848620572846e-05}",25,12,17.31347390316935,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 3.7180249851279e-05}",20,1,24.272732995662235,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
165,False,"{'a': 0.5, 'e': 3.6730945821854914e-05}",25,2,38.97753169185601,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
166,False,"{'a': 0.5, 'e': 3.628973726230222e-05}",20,3,31.290672120524732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
167,False,"{'a': 0.5, 'e': 3.58564308508731e-05}",20,10,17.25101959183884,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
168,False,"{'a': 0.5, 'e': 3.5430839002267575e-05}",20,7,22.655613703190028,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 3.501277966457757e-05}",35,15,35.900183434303685,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
170,False,"{'a': 0.5, 'e': 3.460207612456748e-05}",25,8,28.074413886224065,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
171,False,"{'a': 0.5, 'e': 3.419855682090216e-05}",20,0,27.077165485917693,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
172,False,"{'a': 0.5, 'e': 3.380205516495403e-05}",25,11,26.55598037311127,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.5, 'e': 3.3412409368839586e-05}",30,20,16.208272587456218,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.5, 'e': 3.302946228035408e-05}",25,3,34.06080439749684,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.5, 'e': 3.265306122448979e-05}",20,9,17.94015167775004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 3.228305785123967e-05}",20,5,25.142154144172892,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.5, 'e': 3.191930798940279e-05}",20,7,23.753857471231104,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.5, 'e': 3.156167150612296e-05}",35,21,28.294822486998537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.5, 'e': 3.121001217190475e-05}",20,4,25.630308570066614,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.5, 'e': 3.08641975308642e-05}",25,8,28.875223334151023,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
181,False,"{'a': 0.5, 'e': 3.0524098775983637e-05}",20,0,33.017181130421854,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 3.0189590629151068e-05}",20,2,27.73883779823413,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
